Funds,Rating,1 Yr Ret (%),1 Yr Rank,Riskometer,Category,Expense Ratio (%),Launch,Net Assets (Cr)
Taurus Infrastructure Fund - Regular Plan,1,-3.40,12/22,Very High,Equity,2.48,2007-03-05,9.00
Taurus Large Cap Fund - Regular Plan,2,2.36,106/144,Very High,Equity,2.59,1995-02-28,49.00
Taurus Mid Cap Fund - Regular Plan,1,-3.84,51/53,Very High,Equity,2.56,1994-09-05,128.00
Taurus Nifty 50 Index Fund - Regular Plan,3,6.40,67/144,Very High,Equity,1.07,2010-06-19,6.00
Templeton India Equity Income Fund,--,0.05,6/9,Very High,Equity,2.09,2006-05-18,"2,373"
Templeton India Value Fund,4,-1.20,23/31,Very High,Equity,2.04,1996-09-02,"2,225"
TRUSTMF Flexi Cap Fund - Regular Plan,--,5.07,39/91,Very High,Equity,2.12,2024-04-26,"1,112"
TRUSTMF Small Cap Fund - Regular Plan,--,--,--,Very High,Equity,2.17,2024-11-04,970.00
Unifi Flexi Cap Fund - Regular Plan,--,--,--,Very High,Equity,--,2025-06-06,--
Union Active Momentum Fund - Regular Plan,--,--,--,Very High,Equity,2.44,2024-12-19,445.00
Union Business Cycle Fund - Regular Plan,--,-0.99,39/79,Very High,Equity,2.36,2024-03-05,574.00
Union Children's Fund - Regular Plan,--,7.02,21/91,Very High,Equity,2.42,2023-12-19,69.00
Union ELSS Tax Saver Fund,3,4.19,23/38,Very High,Equity,2.27,2011-12-23,904.00
Union Flexi Cap Fund,3,4.34,42/91,Very High,Equity,2.02,2011-06-10,"2,313"
Union Focused Fund - Regular Plan,2,1.95,67/91,Very High,Equity,2.49,2019-08-05,408.00
Union Innovation & Opportunities Fund - Regular Plan,--,6.34,12/79,Very High,Equity,2.21,2023-09-06,949.00
Union Largecap Fund - Regular Plan,2,1.30,110/144,Very High,Equity,2.49,2017-05-11,449.00
Union Large & Midcap Fund - Regular Plan,2,2.31,22/54,Very High,Equity,2.27,2019-12-06,866.00
Union Midcap Fund - Regular Plan,3,3.29,18/53,Very High,Equity,2.10,2020-03-23,"1,440"
Union Multicap Fund - Regular Plan,--,3.27,14/25,Very High,Equity,2.19,2022-12-19,"1,125"
Union Retirement Fund - Regular Plan,--,4.95,41/91,Very High,Equity,2.37,2022-09-22,168.00
Union Small Cap Fund - Regular Plan,2,0.68,17/44,Very High,Equity,2.12,2014-06-10,"1,577"
Union Value Fund - Regular Plan,2,3.13,10/31,Very High,Equity,2.45,2018-12-05,318.00
UTI Banking and Financial Services Fund - Regular Plan,3,12.75,15/52,Very High,Equity,2.17,2004-04-07,"1,295"
UTI BSE Housing Index Fund - Regular Plan,--,-7.85,71/79,Very High,Equity,0.98,2023-06-07,24.00
UTI BSE Low Volatility Index Fund - Regular Plan,3,0.77,32/54,Very High,Equity,0.91,2022-03-03,564.00
UTI BSE Sensex ETF,--,7.40,26/144,Very High,Equity,0.05,2015-08-26,"48,661"
UTI BSE Sensex Index Fund - Regular Plan,4,7.10,45/144,Very High,Equity,0.30,2022-01-31,201.00
UTI BSE Sensex Next 50 ETF,--,2.26,107/144,Very High,Equity,0.21,2019-03-01,26.00
UTI Children's Equity Fund - Regular Plan,2,2.52,64/91,Very High,Equity,2.25,2004-02-17,"1,129"
UTI Dividend Yield Fund - Regular Plan,--,4.60,2/9,Very High,Equity,2.00,2005-05-23,"4,010"
UTI ELSS Tax Saver Fund,2,2.90,28/38,Very High,Equity,1.88,1999-12-15,"3,777"
UTI Flexi Cap Fund - Regular Plan,1,8.40,15/91,Very High,Equity,1.66,1992-05-18,"25,434"
UTI Focused Fund - Regular Plan,3,2.70,61/91,Very High,Equity,1.96,2021-08-25,"2,602"
UTI Healthcare Fund - Regular Plan,4,18.63,4/23,Very High,Equity,2.27,1999-06-28,"1,062"
UTI India Consumer Fund - Regular Plan,1,1.63,18/21,Very High,Equity,2.45,2007-08-16,686.00
UTI Infrastructure Fund - Regular Plan,2,-2.87,11/22,Very High,Equity,2.19,2004-04-07,"2,200"
UTI Innovation Fund - Regular Plan,--,0.57,30/79,Very High,Equity,2.29,2023-10-13,812.00
UTI Large Cap Fund - Regular Plan,2,5.49,79/144,Very High,Equity,1.75,1986-10-18,"12,720"
UTI Large & Mid Cap Fund - Regular Plan,5,7.09,7/54,Very High,Equity,1.93,1993-02-16,"4,544"
UTI Mid Cap Fund - Regular Plan,2,1.41,35/53,Very High,Equity,1.76,2004-04-07,"11,643"
UTI MNC Fund - Regular Plan,--,-3.39,4/6,Very High,Equity,2.04,1998-07-10,"2,793"
UTI Multi Cap Fund - Regular Plan,--,--,--,Very High,Equity,2.16,2025-05-16,"1,042"
UTI Nifty200 Momentum 30 Index Fund - Regular Plan,1,-11.27,47/54,Very High,Equity,0.92,2021-03-10,"8,059"
UTI Nifty200 Quality 30 Index Fund - Regular Plan,--,--,--,Very High,Equity,1.05,2024-09-20,616.00
UTI Nifty 500 Value 50 Index Fund - Regular Plan,--,-6.19,30/31,Very High,Equity,1.02,2023-05-10,531.00
UTI NIFTY50 Equal Weight Index Fund - Regular Plan,--,4.97,90/144,Very High,Equity,1.03,2023-06-07,102.00
UTI Nifty 50 ETF,--,7.59,8/144,Very High,Equity,0.05,2015-08-26,"62,533"
UTI Nifty 50 Index Fund - Regular Plan,3,7.33,32/144,Very High,Equity,0.27,2000-03-06,"23,249"
UTI Nifty Alpha Low-Volatility 30 Index Fund - Regular Plan,--,--,--,Very High,Equity,1.03,2024-11-28,81.00
UTI Nifty Bank ETF,--,9.09,21/52,Very High,Equity,0.17,2020-09-01,"3,856"
UTI Nifty India Manufacturing Index Fund - Regular Plan,--,--,--,Very High,Equity,1.04,2025-02-13,20.00
UTI Nifty IT ETF,--,13.63,7/26,Very High,Equity,0.18,2024-01-24,5.00
UTI Nifty Midcap 150 ETF,--,2.87,21/53,Very High,Equity,0.25,2023-08-30,10.00
UTI Nifty Midcap 150 Index Fund - Regular Plan,--,--,--,Very High,Equity,1.04,2024-11-28,53.00
UTI Nifty Midcap 150 Quality 50 Index Fund - Regular Plan,1,0.19,42/53,Very High,Equity,0.88,2022-04-11,265.00
UTI Nifty Midsmallcap 400 Momentum Quality 100 Index Fund - Regular Plan,--,--,--,Very High,Equity,1.03,2025-02-13,54.00
UTI Nifty Next 50 Exchange Traded Fund,--,-6.15,124/144,Very High,Equity,0.15,2017-07-28,"1,943"
UTI Nifty Next 50 Index Fund - Regular Plan,3,-6.84,134/144,Very High,Equity,0.79,2018-06-28,"5,288"
UTI Nifty Private Bank Index Fund - Regular Plan,--,--,--,Very High,Equity,1.02,2024-09-20,224.00
UTI Quant Fund - Regular Plan,--,--,--,Very High,Equity,2.02,2025-01-21,"1,618"
UTI Small Cap Fund - Regular Plan,3,6.51,4/44,Very High,Equity,1.86,2020-12-22,"4,529"
UTI Transportation and Logistics Fund - Regular Plan,--,-4.79,57/79,Very High,Equity,1.94,2004-04-07,"3,447"
UTI Value Fund - Regular Plan,3,6.75,3/31,Very High,Equity,1.82,2005-07-20,"9,752"
WhiteOak Capital Banking & Financial Services Fund - Regular Plan,--,16.23,4/52,Very High,Equity,2.38,2024-02-06,417.00
WhiteOak Capital Digital Bharat Fund - Regular Plan,--,--,--,Very High,Equity,2.37,2024-10-11,338.00
WhiteOak Capital ELSS Tax Saver Fund - Regular Plan,--,10.61,2/38,Very High,Equity,2.33,2022-10-14,383.00
WhiteOak Capital ESG Best-In-Class Strategy Fund - Regular Plan,--,--,--,Very High,Equity,2.35,2024-10-30,65.00
WhiteOak Capital Flexi Cap Fund - Regular Plan,--,9.59,7/91,Very High,Equity,1.82,2022-08-02,"5,056"
WhiteOak Capital Large Cap Fund - Regular Plan,--,7.92,5/144,Very High,Equity,2.20,2022-12-01,925.00
WhiteOak Capital Large & Mid Cap Fund - Regular Plan,--,8.10,5/54,Very High,Equity,2.04,2023-12-22,"1,674"
WhiteOak Capital Mid Cap Fund - Regular Plan,--,11.06,2/53,Very High,Equity,1.88,2022-09-07,"3,191"
WhiteOak Capital Multi Cap Fund - Regular Plan,--,10.78,1/25,Very High,Equity,2.01,2023-09-22,"1,893"
WhiteOak Capital Pharma and Healthcare Fund - Regular Plan,--,23.80,2/23,Very High,Equity,2.38,2024-02-06,332.00
WhiteOak Capital Quality Equity Fund - Regular Plan,--,--,--,Very High,Equity,2.36,2025-01-29,470.00
WhiteOak Capital Special Opportunities Fund - Regular Plan,--,16.08,1/79,Very High,Equity,2.19,2024-06-04,944.00
Zerodha Nifty 100 ETF,--,4.97,59/93,Very High,Equity,0.25,2024-06-12,51.00
Zerodha Nifty Midcap 150 ETF,--,3.43,19/43,Very High,Equity,0.21,2024-06-12,82.00
