Funds,Rating,1 Yr Ret (%),1 Yr Rank,Riskometer,Category,Expense Ratio (%),Launch,Net Assets (Cr)
Union Small Cap Fund - Regular Plan,2,0.68,17/44,Very High,Equity,2.12,10-06-2014,"1,577"
Union Value Fund - Regular Plan,2,3.13,Oct-31,Very High,Equity,2.45,05-12-2018,318
UTI Banking and Financial Services Fund - Regular Plan,3,12.75,15/52,Very High,Equity,2.17,07-04-2004,"1,295"
UTI BSE Housing Index Fund - Regular Plan,--,-7.85,71/79,Very High,Equity,0.98,07-06-2023,24
UTI BSE Low Volatility Index Fund - Regular Plan,3,0.77,32/54,Very High,Equity,0.91,03-03-2022,564
UTI BSE Sensex ETF,--,7.4,26/144,Very High,Equity,0.05,26-08-2015,"48,661"
UTI BSE Sensex Index Fund - Regular Plan,4,7.1,45/144,Very High,Equity,0.3,31-01-2022,201
UTI BSE Sensex Next 50 ETF,--,2.26,107/144,Very High,Equity,0.21,01-03-2019,26
UTI Children's Equity Fund - Regular Plan,2,2.52,64/91,Very High,Equity,2.25,17-02-2004,"1,129"
UTI Dividend Yield Fund - Regular Plan,--,4.6,02-Sep,Very High,Equity,2,23-05-2005,"4,010"
UTI ELSS Tax Saver Fund,2,2.9,28/38,Very High,Equity,1.88,15-12-1999,"3,777"
UTI Flexi Cap Fund - Regular Plan,1,8.4,15/91,Very High,Equity,1.66,18-05-1992,"25,434"
UTI Focused Fund - Regular Plan,3,2.7,61/91,Very High,Equity,1.96,25-08-2021,"2,602"
UTI Healthcare Fund - Regular Plan,4,18.63,Apr-23,Very High,Equity,2.27,28-06-1999,"1,062"
UTI India Consumer Fund - Regular Plan,1,1.63,18/21,Very High,Equity,2.45,16-08-2007,686
UTI Infrastructure Fund - Regular Plan,2,-2.87,Nov-22,Very High,Equity,2.19,07-04-2004,"2,200"
UTI Innovation Fund - Regular Plan,--,0.57,30/79,Very High,Equity,2.29,13-10-2023,812
UTI Large Cap Fund - Regular Plan,2,5.49,79/144,Very High,Equity,1.75,18-10-1986,"12,720"
UTI Large & Mid Cap Fund - Regular Plan,5,7.09,Jul-54,Very High,Equity,1.93,16-02-1993,"4,544"
UTI Mid Cap Fund - Regular Plan,2,1.41,35/53,Very High,Equity,1.76,07-04-2004,"11,643"
UTI MNC Fund - Regular Plan,--,-3.39,04-Jun,Very High,Equity,2.04,10-07-1998,"2,793"
UTI Multi Cap Fund - Regular Plan,--,--,--,Very High,Equity,2.16,16-05-2025,"1,042"
UTI Nifty200 Momentum 30 Index Fund - Regular Plan,1,-11.27,47/54,Very High,Equity,0.92,10-03-2021,"8,059"
UTI Nifty200 Quality 30 Index Fund - Regular Plan,--,--,--,Very High,Equity,1.05,20-09-2024,616
UTI Nifty 500 Value 50 Index Fund - Regular Plan,--,-6.19,30/31,Very High,Equity,1.02,10-05-2023,531
UTI NIFTY50 Equal Weight Index Fund - Regular Plan,--,4.97,90/144,Very High,Equity,1.03,07-06-2023,102
UTI Nifty 50 ETF,--,7.59,8/144,Very High,Equity,0.05,26-08-2015,"62,533"
UTI Nifty 50 Index Fund - Regular Plan,3,7.33,32/144,Very High,Equity,0.27,06-03-2000,"23,249"
UTI Nifty Alpha Low-Volatility 30 Index Fund - Regular Plan,--,--,--,Very High,Equity,1.03,28-11-2024,81
UTI Nifty Bank ETF,--,9.09,21/52,Very High,Equity,0.17,01-09-2020,"3,856"
UTI Nifty India Manufacturing Index Fund - Regular Plan,--,--,--,Very High,Equity,1.04,13-02-2025,20
UTI Nifty IT ETF,--,13.63,Jul-26,Very High,Equity,0.18,24-01-2024,5
UTI Nifty Midcap 150 ETF,--,2.87,21/53,Very High,Equity,0.25,30-08-2023,10
UTI Nifty Midcap 150 Index Fund - Regular Plan,--,--,--,Very High,Equity,1.04,28-11-2024,53
UTI Nifty Midcap 150 Quality 50 Index Fund - Regular Plan,1,0.19,42/53,Very High,Equity,0.88,11-04-2022,265
UTI Nifty Midsmallcap 400 Momentum Quality 100 Index Fund - Regular Plan,--,--,--,Very High,Equity,1.03,13-02-2025,54
UTI Nifty Next 50 Exchange Traded Fund,--,-6.15,124/144,Very High,Equity,0.15,28-07-2017,"1,943"
UTI Nifty Next 50 Index Fund - Regular Plan,3,-6.84,134/144,Very High,Equity,0.79,28-06-2018,"5,288"
UTI Nifty Private Bank Index Fund - Regular Plan,--,--,--,Very High,Equity,1.02,20-09-2024,224
UTI Quant Fund - Regular Plan,--,--,--,Very High,Equity,2.02,21-01-2025,"1,618"
UTI Small Cap Fund - Regular Plan,3,6.51,Apr-44,Very High,Equity,1.86,22-12-2020,"4,529"
UTI Transportation and Logistics Fund - Regular Plan,--,-4.79,57/79,Very High,Equity,1.94,07-04-2004,"3,447"
UTI Value Fund - Regular Plan,3,6.75,Mar-31,Very High,Equity,1.82,20-07-2005,"9,752"
WhiteOak Capital Banking & Financial Services Fund - Regular Plan,--,16.23,Apr-52,Very High,Equity,2.38,06-02-2024,417
WhiteOak Capital Digital Bharat Fund - Regular Plan,--,--,--,Very High,Equity,2.37,11-10-2024,338
WhiteOak Capital ELSS Tax Saver Fund - Regular Plan,--,10.61,Feb-38,Very High,Equity,2.33,14-10-2022,383
WhiteOak Capital ESG Best-In-Class Strategy Fund - Regular Plan,--,--,--,Very High,Equity,2.35,30-10-2024,65
WhiteOak Capital Flexi Cap Fund - Regular Plan,--,9.59,Jul-91,Very High,Equity,1.82,02-08-2022,"5,056"
WhiteOak Capital Large Cap Fund - Regular Plan,--,7.92,5/144,Very High,Equity,2.2,01-12-2022,925
WhiteOak Capital Large & Mid Cap Fund - Regular Plan,--,8.1,May-54,Very High,Equity,2.04,22-12-2023,"1,674"
WhiteOak Capital Mid Cap Fund - Regular Plan,--,11.06,Feb-53,Very High,Equity,1.88,07-09-2022,"3,191"
WhiteOak Capital Multi Cap Fund - Regular Plan,--,10.78,Jan-25,Very High,Equity,2.01,22-09-2023,"1,893"
WhiteOak Capital Pharma and Healthcare Fund - Regular Plan,--,23.8,Feb-23,Very High,Equity,2.38,06-02-2024,332
WhiteOak Capital Quality Equity Fund - Regular Plan,--,--,--,Very High,Equity,2.36,29-01-2025,470
WhiteOak Capital Special Opportunities Fund - Regular Plan,--,16.08,Jan-79,Very High,Equity,2.19,04-06-2024,944
Zerodha Nifty 100 ETF,--,4.97,59/93,Very High,Equity,0.25,12-06-2024,51
Zerodha Nifty Midcap 150 ETF,--,3.43,19/43,Very High,Equity,0.21,12-06-2024,82
